Frequency - Amplitude	Voltage amplitude - Amplitude
3210.73	1.87238
3211.7	1.87296
3212.89	1.87372
3213.77	1.87424
3214.77	1.87458
3215.8	1.87579
3216.75	1.87606
3217.89	1.87697
3218.87	1.87753
3219.75	1.87803
3220.93	1.87862
3221.86	1.8791
3222.75	1.88006
3223.87	1.88036
3224.78	1.88081
3225.65	1.88146
3226.86	1.88188
3227.83	1.88274
3228.84	1.8834
3229.83	1.88371
3230.74	1.88443
3231.87	1.88498
3232.76	1.88568
3233.66	1.88614
3234.89	1.88668
3235.91	1.88729
3236.91	1.88749
3237.85	1.88817
3238.83	1.88873
3239.88	1.88918
3240.9	1.88984
3241.8	1.89045
3243	1.89071
3243.81	1.89135
3244.75	1.89177
3245.91	1.89229
3246.76	1.89287
3247.94	1.89334
3248.86	1.89378
3249.85	1.89435
3250.82	1.89475
3251.9	1.8951
3252.83	1.89579
3253.93	1.89617
3254.82	1.89662
3256.04	1.89696
3256.89	1.89759
3257.87	1.89776
3258.94	1.89852
3259.88	1.89887
3260.81	1.89954
3261.99	1.89993
3262.89	1.90019
3263.74	1.9009
3264.96	1.90094
3265.76	1.90173
3266.94	1.90205
3267.94	1.90246
3268.88	1.90286
3269.87	1.90359
3270.87	1.90343
3271.84	1.90407
3272.93	1.9047
3273.87	1.90491
3275	1.90537
3275.97	1.90552
3276.87	1.90594
3277.96	1.90677
3278.9	1.90714
3279.91	1.9072
3281.01	1.9079
3281.86	1.90808
3282.88	1.90859
3283.89	1.90892
3284.85	1.90926
3286.04	1.90978
3287.02	1.91004
3287.87	1.91024
3289	1.91087
3289.96	1.91078
3290.89	1.91138
3292.06	1.91174
3292.92	1.91204
3294.02	1.91254
3294.96	1.91274
3295.9	1.91309
3297.04	1.91353
3297.93	1.91369
3298.87	1.91387
3300.05	1.91454
3301.03	1.91459
3301.78	1.91541
3302.98	1.91551
3303.87	1.91613
3305.07	1.9162
3305.98	1.91653
3306.95	1.91673
3307.97	1.91743
3308.96	1.91724
3309.96	1.91776
3311.05	1.91795
3311.96	1.91852
3313.07	1.91902
3313.98	1.91898
3314.94	1.91932
3316.11	1.91961
3317	1.92001
3317.96	1.92017
3319.01	1.92045
3319.97	1.9209
3320.88	1.92145
3322.01	1.92146
3322.96	1.92164
3324.12	1.92216
3325.01	1.92242
3325.97	1.92262
3327.14	1.92287
3327.99	1.92332
3328.92	1.92328
3330.04	1.92381
3330.95	1.92392
3332.11	1.92424
3333.06	1.92466
3333.98	1.92495
3335.07	1.92519
3336.04	1.92526
3336.95	1.92547
3338.08	1.92589
3338.89	1.92585
3339.95	1.92607
3340.98	1.92674
3341.95	1.92684
3343.09	1.92717
3343.98	1.92745
3344.93	1.92765
3346.12	1.9278
3346.98	1.92824
3347.91	1.92846
3349.04	1.92913
3350.01	1.92882
3351.09	1.92935
3352	1.92948
3353.02	1.92982
3354.04	1.92972
3354.99	1.92998
3355.93	1.93028
3356.98	1.93039
3357.93	1.93077
3358.92	1.9309
3359.99	1.93124
3360.96	1.93152
3362.07	1.93185
3363.03	1.93185
3363.95	1.93207
3365.12	1.93235
3365.96	1.93245
3366.99	1.93316
3368.08	1.93308
3368.97	1.93331
3370.12	1.93364
3371.05	1.93351
3371.92	1.93389
3373.03	1.93428
3374.08	1.93455
3374.96	1.93471
3376.08	1.93449
3377.05	1.93505
3377.92	1.93502
3379.1	1.93528
3379.95	1.93562
3381.06	1.9357
3382.02	1.93598
3382.95	1.93611
3384.04	1.93647
3385.05	1.93655
3386.02	1.93682
3387.09	1.93696
3387.96	1.93713
3389.09	1.93732
3390.06	1.93754
3391	1.93767
3392.15	1.9378
3393.04	1.93808
3393.99	1.93821
3395.15	1.93836
3396.02	1.9386
3397.07	1.9388
3398.06	1.93916
3399.01	1.93927
3400.13	1.93949
3401.01	1.93938
3401.98	1.93951
3403.06	1.93973
3404.01	1.93997
3405	1.94031
3406.07	1.94063
3407	1.94045
3408.12	1.94075
3409.05	1.94095
3410.04	1.94112
3411.05	1.94121
3412.13	1.94156
3413.04	1.94181
3414.07	1.94185
3415.05	1.94197
3416.17	1.9423
3417.07	1.94222
3418.02	1.94262
3419.08	1.94255
3420.06	1.94277
3420.95	1.9427
3422.18	1.94304
3423.12	1.94341
3423.98	1.94359
3425.09	1.9437
3426.02	1.9438
3427.2	1.94368
3428.06	1.94389
3429.08	1.94432
3430.12	1.94433
3431.04	1.94462
3432.04	1.94434
3433.14	1.9447
3434.01	1.94498
3435.16	1.94502
3436.16	1.94497
3437	1.94544
3438.07	1.94549
3439.07	1.94564
3439.98	1.94558
3441.12	1.94606
3442.06	1.94589
3442.94	1.94614
3444.12	1.94638
3445.08	1.94624
3446.26	1.94647
3447.14	1.94701
3448	1.94708
3449.21	1.94726
3450.09	1.94736
3450.99	1.9472
3452.16	1.94754
3453.12	1.94752
3454.15	1.9478
3455.13	1.94789
3456.1	1.94812
3457.18	1.94837
3458.08	1.94845
3459.02	1.94838
3460.14	1.94865
3461.1	1.94888
3462.13	1.94899
3463.1	1.94902
3464.04	1.9491
3465.2	1.94913
3466.06	1.949
3467.02	1.94925
3468.14	1.94937
3469.09	1.94938
3470.01	1.94969
3471.15	1.94985
3472.05	1.95012
3473.17	1.95005
3474.1	1.95019
3475.14	1.95033
3476.17	1.95062
3477.09	1.9506
3478.05	1.95058
3479.14	1.95062
3480.08	1.9507
3481.03	1.95092
3482.16	1.9513
3483.04	1.95104
3484.23	1.95154
3485.1	1.95112
3486.03	1.95186
3487.18	1.95187
3488.06	1.95186
3489.01	1.95143
3490.13	1.95194
3491.08	1.95215
3492.15	1.9523
3493.1	1.95268
3494.1	1.95295
3495.17	1.95284
3496.12	1.95274
3497.07	1.95306
3498.2	1.9529
3499.13	1.95289
3500.02	1.9531
3501.17	1.95332
3502.06	1.95348
3503.16	1.95321
3504.1	1.95359
3505.11	1.95367
3506.2	1.95357
3507.12	1.95371
3507.97	1.95376
3509.15	1.95398
3510.08	1.95428
3511.25	1.95413
3512.23	1.95428
3513.04	1.95421
3514.23	1.95474
3515.12	1.95447
3516.1	1.95488
3517.17	1.95471
3518.1	1.95489
3519.01	1.95468
3520.15	1.95491
3521.06	1.95512
3522.23	1.95537
3524.03	1.95567
3525.16	1.9554
3526.14	1.95549
3527.04	1.95542
3528.16	1.95542
3529.08	1.95573
3530.24	1.95619
3531.18	1.95612
3532.07	1.95587
3533.21	1.95616
3534.22	1.95614
3535.02	1.95647
3536.21	1.95628
3537.15	1.9566
3538.08	1.95679
3539.16	1.95671
3540.08	1.95695
3541.22	1.957
3542.18	1.95699
3543.1	1.95711
3544.19	1.95703
3545.13	1.95712
3546.15	1.95728
3547.23	1.95754
3548.08	1.95749
3549.25	1.95754
3550.11	1.9575
3551.04	1.95747
3552.2	1.95738
3553.12	1.95775
3554.09	1.95785
3555.19	1.95795
3556.13	1.95819
3557.02	1.95784
3558.2	1.9584
3559.07	1.95812
3560.26	1.95842
3561.18	1.95841
3562.07	1.95876
3563.22	1.95865
3564.12	1.95845
3565.08	1.95909
3566.14	1.95895
3567.11	1.95928
3568.13	1.95888
3569.11	1.95927
3570.17	1.95887
3571.26	1.95925
3572.17	1.95956
3573.12	1.95934
3574.14	1.95954
3575.15	1.95976
3576.22	1.95972
3577.21	1.95968
3578.08	1.95983
3579.21	1.95982
3580.23	1.95997
3581.14	1.96029
3582.25	1.96033
3583.13	1.95968
3584.12	1.96034
3585.2	1.96026
3587.28	1.96042
3588.2	1.96061
3589.11	1.96051
3590.25	1.96084
3591.14	1.96077
3592.06	1.96099
3593.19	1.96071
3594.15	1.96095
3595.19	1.96073
3596.13	1.96111
3597.17	1.96139
3598.18	1.96138
3599.16	1.96107
3600.12	1.96138
3601.22	1.96132
3602.15	1.9614
3603.07	1.96132
3604.18	1.96163
3605.16	1.96192
3606.22	1.96163
3607.16	1.96189
3608.13	1.9619
3609.23	1.96192
3610.16	1.96205
3611.11	1.96211
3612.27	1.96229
3613.15	1.96222
3614.31	1.96238
3615.22	1.96235
3616.15	1.96242
3617.2	1.96224
3618.13	1.96256
3619.13	1.96237
3620.18	1.96281
3621.1	1.96256
3622.06	1.96281
3623.21	1.96285
3624.09	1.96296
3625.23	1.96293
3626.18	1.96315
3627.11	1.96294
3628.22	1.96319
3629.19	1.96311
3630.05	1.96337
3631.2	1.96306
3632.11	1.96322
3633.25	1.96346
3634.19	1.96357
3635.11	1.96341
3636.25	1.96365
3637.16	1.9635
3638.09	1.96377
3639.2	1.96374
3640.09	1.96381
3641.05	1.96393
3642.18	1.96383
3643.17	1.96384
3644.3	1.96385
3645.15	1.96412
3646.16	1.96408
3647.23	1.96417
3648.15	1.96424
3649.13	1.96449
3650.23	1.96452
3651.12	1.96456
3652.32	1.96447
3653.21	1.96456
3654.1	1.965
3655.22	1.96496
3656.17	1.96473
3657.08	1.9645
3658.21	1.96455
3659.14	1.96514
3660.06	1.9648
3661.22	1.9651
3662.13	1.96491
3663.23	1.96517
3664.15	1.9652
3665.09	1.9649
3666.17	1.96535
3667.14	1.96523
3668.1	1.96531
3669.24	1.96562
3670.13	1.96544
3671.26	1.96593
3672.16	1.96558
3673.08	1.96588
3674.2	1.96584
3675.19	1.96567
3676.05	1.96594
3677.23	1.96579
3678.15	1.96569
3679.09	1.966
3680.21	1.96608
3681.12	1.96586
3682.22	1.9659
3683.22	1.96635
3684.16	1.96592
3685.26	1.96601
3686.12	1.96607
3687.19	1.96615
3688.18	1.96622
3689.11	1.96627
3690.28	1.96642
3691.25	1.96661
3692.1	1.96632
3693.22	1.96658
3694.19	1.96637
3695.13	1.96674
3696.24	1.96675
3697.15	1.96655
3698.06	1.96684
3699.2	1.96659
3700.14	1.96696
3701.24	1.9671
3702.18	1.96677
3703.1	1.96713
3704.22	1.96738
3705.13	1.96703
3706.09	1.96749
3707.24	1.96702
3708.17	1.96718
3709.22	1.96735
3710.18	1.96731
3711.11	1.96723
3712.23	1.9674
3713.17	1.96753
3714.08	1.96739
3715.18	1.96754
3716.15	1.9677
3717.06	1.96766
3718.19	1.96772
3719.14	1.96788
3720.2	1.96753
3721.21	1.96774
3722.12	1.96787
3723.17	1.9679
3724.2	1.96815
3725.08	1.96781
3726.16	1.96806
3727.2	1.96808
3728.29	1.96816
3729.16	1.96822
3730.13	1.96819
3731.2	1.96792
3732.2	1.968
3733.09	1.96827
3734.22	1.96832
3735.11	1.96859
3736.08	1.96839
3737.18	1.96852
3738.13	1.9684
3739.27	1.96856
3740.12	1.96865
3741.08	1.9687
3742.2	1.96865
3743.15	1.96881
3744.11	1.96867
3745.24	1.96885
3746.15	1.96878
3747.23	1.96847
3748.19	1.96907
3749.13	1.96897
3750.25	1.9691
3751.13	1.96903
3752.1	1.96871
3753.19	1.96894
3754.15	1.96889
3755.28	1.96911
3756.27	1.96882
3757.05	1.96907
3758.26	1.96937
3759.15	1.9691
3760.13	1.96922
3761.19	1.96907
3762.16	1.96909
3763.11	1.96922
3764.21	1.96935
3765.09	1.96925
3766.24	1.96958
3767.16	1.96942
3768.14	1.96986
3769.24	1.97004
3770.16	1.96943
3771.15	1.96965
3772.23	1.96952
3773.12	1.96975
3774.23	1.96951
3775.25	1.96991
3776.1	1.96991
3777.19	1.97014
3778.18	1.97002
3779.06	1.96976
3780.2	1.97002
3781.16	1.96989
3782.07	1.97005
3783.22	1.9702
3784.16	1.97012
3785.26	1.97017
3786.2	1.96994
3787.13	1.97017
3788.26	1.97002
3789.17	1.97012
3790.07	1.97028
3791.15	1.96996
3792.16	1.97012
3793.19	1.9704
3794.17	1.97034
3795.14	1.97074
3796.25	1.97042
3797.16	1.97026
3798.1	1.97045
3799.27	1.97036
3800.15	1.97064
3801.07	1.97052
3802.2	1.97018
3804.23	1.97052
3805.19	1.97068
3806.08	1.97053
3807.19	1.97082
3808.13	1.97084
3809.08	1.97085
3810.16	1.97071
3811.12	1.97104
3812.27	1.97104
3813.15	1.97098
3814.1	1.97105
3815.24	1.97085
3816.16	1.97107
3817.07	1.97084
3818.17	1.97102
3819.11	1.97098
3820.05	1.97132
3821.2	1.97079
3822.11	1.97117
3823.24	1.97127
3824.18	1.97119
3825.1	1.97109
3826.28	1.97149
3827.11	1.97114
3828.09	1.9713
3829.2	1.97137
3830.11	1.97157
3831.19	1.97137
3832.18	1.97143
3833.08	1.97117
3834.2	1.9712
3835.23	1.97153
3836.09	1.97148
3837.2	1.97149
3838.15	1.97161
3839.05	1.97159
3840.16	1.97152
3841.03	1.97161
3842.24	1.97174
3843.2	1.97135
3844.04	1.97198
3845.25	1.97173
3846.13	1.97187
3847.04	1.97201
3848.18	1.97188
3849.14	1.97211
3850.25	1.97209
3851.23	1.97184
3852.11	1.97207
3853.14	1.97184
3854.15	1.97196
3855.12	1.9719
3856.17	1.97207
3857.15	1.97224
3858.01	1.97201
3859.15	1.97212
3860.16	1.97201
3862.17	1.97229
3863.07	1.97225
3864.2	1.97247
3865.15	1.9723
3866.05	1.9726
3867.14	1.97252
3868.12	1.97248
3869.33	1.97225
3870.17	1.97214
3871.11	1.97223
3872.22	1.97227
3873.12	1.97262
3874.09	1.97231
3875.14	1.97276
3876.13	1.97296
3877.06	1.97233
3878.14	1.97273
3879.05	1.9727
3880.21	1.97268
3881.08	1.97276
3882.11	1.97297
3883.23	1.9727
3884.12	1.97258
3885.04	1.97288
3886.22	1.97248
3887.16	1.9729
3888.25	1.97299
3889.12	1.97327
3890.15	1.97315
3891.24	1.97307
3892.13	1.973
3892.99	1.97311
3894.17	1.97304
3895.15	1.9729
3896.04	1.97296
3897.15	1.97285
3898.15	1.97286
3899.2	1.97293
3900.14	1.97345
3901.11	1.97302
3902.23	1.97299
3903.13	1.97323
3904	1.97323
3905.06	1.97334
3906.05	1.97314
3907.18	1.97346
3908.13	1.97334
3909.07	1.97344
3910.24	1.97301
3911.08	1.97326
3912.02	1.9734
3913.17	1.9737
3914.13	1.9735
3915.05	1.97363
3916.1	1.9734
3917.08	1.97351
3918.17	1.97355
3919.09	1.97364
3920.09	1.97359
3921.16	1.97355
3922.15	1.9735
3922.99	1.97353
3924.18	1.9736
3925.02	1.9738
3926.19	1.97353
3927.14	1.97387
3928.13	1.97371
3929.25	1.97382
3930.1	1.97376
3931.06	1.9737
3932.21	1.97399
3933.13	1.97399
3934.16	1.97403
3935.12	1.974
3936.05	1.97393
3937.16	1.97432
3938.12	1.97395
3939.03	1.9742
3940.2	1.97411
3941.05	1.97389
3941.98	1.97429
3943.03	1.97419
3944.05	1.9739
3945.25	1.97397
3946.14	1.97415
3947.13	1.97442
3948.17	1.97415
3949.05	1.97411
3950.04	1.974
3951.27	1.97413
3952.1	1.97412
3953.22	1.97392
3954.07	1.97435
3954.99	1.97435
3956.21	1.97446
3957.08	1.9744
3958.14	1.97416
3959.16	1.97404
3960.08	1.97444
3961	1.97424
3962.13	1.97459
3963.07	1.97433
3964.15	1.97438
3965.15	1.97436
3966.11	1.97448
3967.17	1.9744
3968.07	1.97473
3969.02	1.97458
3970.06	1.97446
3971.06	1.9747
3972.23	1.97435
3973.02	1.9747
3974.04	1.97445
3975.16	1.97459
3976.13	1.97429
3976.96	1.97462
3978.18	1.97474
3979.14	1.97453
3979.98	1.97472
3981.15	1.97465
3982.09	1.9745
3983.08	1.97485
3984.13	1.97468
3985.03	1.97492
3986.17	1.97482
3987.06	1.97495
3988.12	1.97489
3989.11	1.97467
3990.08	1.97495
3991.12	1.97506
3992.13	1.9749
3993.02	1.97492
3994.12	1.97497
3995.11	1.97502
3996.04	1.97495
3997.12	1.97502
3998.17	1.97498
3999.01	1.97497
4000.05	1.97501
4001.06	1.9749
4002.16	1.97506
4003.06	1.97547
4003.94	1.97506
4005.1	1.9751
4006.1	1.97514
4007.02	1.97515
4008.01	1.97531
4008.95	1.97506
4010.16	1.97528
4011.02	1.97525
4012.08	1.97503
4013.02	1.97486
4014.1	1.9749
4014.93	1.97544
4016.05	1.97531
4016.97	1.9753
4017.93	1.97546
4019.11	1.97547
4020	1.97533
4021.07	1.97543
4022.04	1.97543
4022.99	1.97527
4024.13	1.97545
4025.06	1.97541
4025.96	1.97534
4027.1	1.97579
4028.05	1.97562
4029.07	1.9754
4030.05	1.97567
4031.01	1.97563
4032.02	1.97536
4033	1.97543
4033.89	1.97549
4035.01	1.97515
4036.01	1.97574
4036.92	1.97562
4037.99	1.9759
4039.01	1.97583
4040.1	1.97581
4041.07	1.97538
4041.99	1.97556
4043.12	1.97594
4044.03	1.97566
4044.96	1.97581
4046.15	1.97565
4047.03	1.97572
4048.11	1.97558
4048.96	1.97546
4050	1.97607
4051.15	1.97584
4052.03	1.97586
4052.9	1.97578
4054.16	1.97593
4055.01	1.97569
4055.91	1.976
4057.07	1.97587
4057.97	1.97589
4059.14	1.97588
4059.95	1.97583
4061.07	1.97608
4062.11	1.97601
4063.07	1.97599
4063.86	1.97578
4065.1	1.97626
4066.07	1.97619
4067.13	1.97614
4068.06	1.97567
4068.97	1.97593
4070.12	1.97615
4071.1	1.97619
4071.97	1.97607
4073.07	1.97614
4074.04	1.97632
4074.98	1.97608
4076.07	1.97632
4076.99	1.97622
4078.13	1.97646
4079.03	1.97633
4080.03	1.97622
4081.08	1.97639
4082	1.97614
4082.88	1.97609
4084.1	1.97629
4084.92	1.97628
4086.1	1.97632
4087.03	1.97619
4087.98	1.97626
4089.06	1.97649
4090.02	1.97607
4091.01	1.97633
4092.12	1.97639
4093.01	1.97644
4093.93	1.97646
4095.1	1.97624
4096	1.97642
4097.13	1.97618
4098.03	1.97644
4098.98	1.97619
4100.07	1.97625
4101.07	1.97649
4102.01	1.97679
4103.07	1.97644
4104.03	1.97666
4105.15	1.9764
4106.02	1.97642
4106.99	1.97665
4108.1	1.97646
4109.06	1.97666
4109.93	1.97663
4111.09	1.97668
4112.03	1.97677
4113.13	1.97692
4114.03	1.97656
4114.95	1.97661
4116.1	1.97648
4117.01	1.97681
4117.99	1.97655
4119.07	1.97671
4119.98	1.97655
4120.94	1.9766
4122.12	1.97665
4122.97	1.9765
4124.1	1.97668
4125.08	1.97665
4126.02	1.97673
4127.02	1.97664
4128.05	1.97679
4128.99	1.97694
4130.07	1.97654
4130.98	1.97677
4132.1	1.97675
4133.08	1.97721
4134.01	1.97692
4135.1	1.9771
4136.03	1.97687
4136.98	1.97686
4138.11	1.97643
4138.95	1.97679
4139.98	1.97681
4141.07	1.97675
4141.97	1.97661
4143.12	1.97683
4144.05	1.9766
4144.97	1.97666
4146.08	1.97669
4147.01	1.97675
4147.97	1.97684
4149.08	1.977
4150.01	1.97698
4151.13	1.97669
4152.01	1.9768
4152.94	1.97656
4154.15	1.97697
4155.05	1.97676
4155.95	1.97699
4157.08	1.9769
4157.99	1.97694
4158.94	1.97727
4160.05	1.97703
4160.99	1.97707
4162.06	1.97712
4163.06	1.97712
4163.96	1.97721
4165.15	1.97742
4166.01	1.97708
