Frequency - Amplitude	Voltage amplitude - Amplitude
1924.97	1.97749
1930.02	1.97724
1934.91	1.97754
1939.97	1.97736
1945	1.9775
1949.96	1.97693
1955.08	1.97725
1960.03	1.97686
1965.1	1.97718
1970.02	1.97704
1975	1.97666
1979.97	1.97677
1985.02	1.97692
1990.11	1.97661
1995.14	1.97642
1999.95	1.97641
2004.99	1.97672
2009.98	1.97662
2015.01	1.97593
2020.13	1.97676
2025.11	1.97616
2029.86	1.97614
2034.94	1.97633
2040	1.97586
2045.01	1.97623
2050.05	1.97582
2055.07	1.97588
2060.09	1.97598
2064.94	1.9758
2069.99	1.97586
2074.98	1.97568
2080.05	1.97562
2085.04	1.97544
2090.12	1.97549
2094.82	1.9754
2099.99	1.97516
2104.99	1.97512
2110.03	1.97516
2115.11	1.9751
2120.13	1.97536
2125.14	1.97524
2129.96	1.97489
2135	1.97459
2139.99	1.97456
2145.04	1.97469
2150.13	1.97473
2155.11	1.97444
2159.92	1.97436
2164.95	1.97418
2169.92	1.97424
2174.96	1.97378
2180.08	1.97427
2185.03	1.97373
2189.92	1.97358
2194.88	1.97355
2200	1.9735
2205	1.97337
2210.02	1.97339
2215.07	1.9729
2220.08	1.973
2224.96	1.9729
2229.96	1.97302
2235	1.97273
2240.04	1.97227
2245.03	1.972
2250.1	1.97242
2254.91	1.97222
2259.96	1.97222
2264.93	1.97194
2270	1.97165
2275.02	1.97161
2280.07	1.97147
2285.04	1.97137
2289.88	1.97116
2295.01	1.97091
2299.95	1.97047
2304.99	1.97055
2310.02	1.97035
2315.05	1.97011
2319.89	1.96999
2324.93	1.96984
2329.92	1.96968
2334.97	1.96915
2340.03	1.96907
2345.08	1.96905
2349.95	1.96879
2354.89	1.96892
2359.95	1.96859
2364.99	1.96805
2370.02	1.96783
2375.01	1.96797
2380.13	1.96747
2384.93	1.96726
2389.94	1.96678
2394.96	1.96677
2400.02	1.96641
2405.07	1.96587
2410.01	1.96557
2414.84	1.96543
2419.99	1.96529
2425.01	1.96493
2430.02	1.9645
2435.01	1.96407
2440	1.96331
2444.92	1.96348
2449.89	1.96292
2454.94	1.96258
2459.95	1.96228
2465.01	1.96172
2470	1.96144
2475.05	1.96103
2479.95	1.96076
2484.94	1.95996
2489.94	1.95961
2494.98	1.95929
2500.07	1.95866
2505.03	1.95809
2509.85	1.9575
2514.93	1.95695
2519.97	1.95645
2524.98	1.95571
2530.03	1.9548
2535.08	1.95423
2540.1	1.95362
2544.99	1.95275
2549.94	1.95183
2554.98	1.95138
2560.01	1.95057
2565.02	1.94964
2570.06	1.94886
2574.92	1.94806
2580	1.94707
2584.95	1.94592
2590.06	1.94477
2595.06	1.94375
2600.1	1.9422
2604.95	1.94123
2609.99	1.94025
2615	1.93835
2619.97	1.93699
2625.11	1.93574
2630.06	1.93416
2635.12	1.93255
2639.91	1.93087
2645.03	1.92899
2650.13	1.92676
2655.1	1.92463
2660.1	1.92283
2665.13	1.92019
2669.95	1.918
2674.98	1.91495
2680.08	1.91208
2685.12	1.90885
2690.22	1.9061
2695.25	1.90245
2700.33	1.8987
2705.08	1.89498
2710.1	1.89021
2715.22	1.88559
2720.28	1.88044
2725.31	1.87485
2730.36	1.86884
2735.18	1.86221
2740.2	1.85511
2745.37	1.84723
2750.32	1.83785
2755.35	1.82801
2760.42	1.81678
2765.27	1.80497
2770.35	1.79122
2775.39	1.77566
2780.41	1.75819
2785.51	1.73844
2790.54	1.71561
2795.68	1.68931
2800.47	1.66059
2805.51	1.62649
2810.58	1.58815
2815.66	1.54463
2820.76	1.49526
2825.72	1.44112
2830.65	1.38573
2835.65	1.32527
2840.64	1.26458
2845.61	1.20489
2850.71	1.14808
2855.72	1.09768
2860.63	1.05386
2865.24	1.01873
2870.15	0.990809
2874.91	0.971716
2879.72	0.960753
2884.63	0.957943
2889.43	0.961396
2894.08	0.971578
2898.93	0.986459
2903.77	1.00538
2908.95	1.0271
2913.74	1.05156
2918.89	1.07767
2923.68	1.1043
2928.74	1.13233
2933.68	1.16088
2938.76	1.18943
2943.82	1.21835
2948.96	1.24636
2953.84	1.27344
2958.86	1.30002
2963.92	1.32663
2968.94	1.35208
2973.97	1.37722
2979.02	1.4008
2984.12	1.42411
2989.05	1.44555
2994.01	1.46692
2999.07	1.48733
3004.17	1.50707
3009.25	1.52594
3014.26	1.54428
3019.34	1.56182
3024.18	1.57778
3029.18	1.5941
3034.28	1.60886
3039.33	1.6233
3044.4	1.63781
3049.43	1.65099
3054.23	1.66329
3059.36	1.67563
3064.42	1.68732
3069.47	1.69825
3074.47	1.70893
3079.46	1.71901
3084.44	1.72812
3089.4	1.73771
3094.5	1.74648
3099.55	1.75458
3104.6	1.76263
3109.6	1.77093
3114.68	1.7778
3119.54	1.785
3124.56	1.79117
3129.65	1.79762
3139.75	1.81035
3144.74	1.81579
3149.59	1.82096
3154.63	1.82616
3159.75	1.83076
3164.74	1.83558
3169.74	1.83993
3174.76	1.84466
3179.55	1.84846
3184.75	1.85272
3189.69	1.85632
3194.75	1.85999
3199.78	1.86384
3204.93	1.86698
3209.87	1.87018
3214.73	1.87323
3219.77	1.87616
3224.87	1.87886
3229.89	1.88187
3234.93	1.88488
3239.96	1.88706
3244.79	1.88973
3249.85	1.89173
3254.87	1.89398
3259.91	1.8964
3264.9	1.89871
3270.04	1.90074
3275.02	1.90276
3279.92	1.90413
3284.86	1.90674
3289.96	1.90816
3294.92	1.90974
3299.96	1.91137
3305.04	1.91309
3309.99	1.91444
3314.97	1.91634
3320.04	1.91736
3325.04	1.91884
3330.02	1.92033
3335.06	1.92142
3339.94	1.92293
3344.95	1.92398
3349.94	1.92533
3355.09	1.9267
3360.08	1.92767
3365.07	1.92862
3370.12	1.92968
3375.01	1.93075
3380.03	1.93148
3385.06	1.93281
3390.09	1.9334
3395.14	1.93411
3400.17	1.93505
3404.95	1.93596
3409.98	1.93701
3415.09	1.93763
3420.06	1.93843
3425.1	1.93925
3430.14	1.93984
3435.22	1.94067
3439.96	1.94119
3445.15	1.94184
3450.02	1.94275
3455.14	1.94374
3460.19	1.94374
3465.18	1.94471
3470.07	1.94529
3475.08	1.94595
3480.06	1.94634
3485.11	1.94668
3490.17	1.94733
3495.21	1.9478
3500.04	1.94826
3505.12	1.94862
3510.08	1.94931
3515.14	1.9497
3520.18	1.95041
3525.19	1.95063
3530.21	1.95071
3535.07	1.95132
3540.08	1.95187
3545.13	1.95216
3550.11	1.95268
3555.23	1.95308
3560.23	1.9532
3565	1.95355
3570.1	1.95409
3575.1	1.95458
3580.18	1.95514
3585.19	1.95529
3590.17	1.95562
3595.25	1.95608
3600.07	1.95644
3605.12	1.95656
3610.16	1.9569
3615.21	1.95719
3620.23	1.95769
3625.24	1.95773
3630.06	1.95785
3635.16	1.9582
3640.17	1.95853
3645.18	1.95888
3650.19	1.95896
3655.16	1.95929
3660.07	1.95966
3665.17	1.95986
3670.13	1.96011
3675.2	1.96019
3680.28	1.96055
3685.23	1.96078
3690.22	1.96087
3695.09	1.961
3700.16	1.96151
3705.15	1.96148
3710.18	1.96199
3715.23	1.96194
3720.29	1.96243
3725.1	1.96209
3730.11	1.96245
3735.17	1.96289
3740.15	1.96295
3745.19	1.96315
3750.25	1.96354
3755.26	1.96345
3760.04	1.9637
3765.14	1.96377
3770.2	1.96384
3775.2	1.96397
3780.18	1.96436
3785.25	1.96426
3790.11	1.96471
3795.1	1.96459
3800.13	1.96497
3805.16	1.96484
3810.18	1.96521
3815.28	1.9654
3820.09	1.96548
3825.1	1.96549
3830.12	1.96565
3835.15	1.96577
3840.2	1.96611
3845.24	1.96579
3850.25	1.96618
3855.08	1.96617
3860.06	1.96676
3865.05	1.96644
3870.16	1.96664
3875.18	1.96703
3880.1	1.96691
3885.11	1.96685
3890.13	1.96714
3895.07	1.96704
3900.1	1.96712
3905.17	1.96768
3910.14	1.96762
3915.08	1.96777
3920.08	1.96786
3925.03	1.96777
3930.12	1.96776
3935.17	1.96815
3940.21	1.96795
3945.26	1.96832
3950.04	1.96824
3954.99	1.96839
3960.07	1.96859
3965.09	1.96873
3970.19	1.96871
3975.15	1.96881
3980.05	1.96882
3985.05	1.96902
3990.09	1.96948
3995.05	1.96916
4000.06	1.96942
4005.09	1.96944
4010.1	1.96961
4015.03	1.96956
4020.01	1.96952
4025.01	1.96968
4030	1.96975
4035.09	1.9697
4040.15	1.96967
4045.05	1.96979
4049.96	1.97011
4054.97	1.97011
4060.01	1.96991
4065.07	1.97002
4070.06	1.97019
4074.88	1.97017
4079.95	1.97047
4084.98	1.97069
4090.09	1.97055
4095.13	1.97046
4100.05	1.97064
4105.16	1.97071
4109.9	1.97063
4114.99	1.97064
4119.99	1.97041
4125.06	1.97063
4130.08	1.97091
4135.05	1.97071
4139.99	1.97126
4144.95	1.97128
4150.04	1.97122
4155.05	1.97089
4160.12	1.97132
4165.08	1.97162
4170.07	1.97136
4175.05	1.97118
4179.98	1.97123
4185	1.97131
4190.05	1.97158
4195.06	1.97146
4200.11	1.97131
4204.96	1.97133
4210.01	1.97159
4215.01	1.97175
4220.08	1.97172
4225.11	1.97191
4230.11	1.97177
4234.96	1.97201
4239.99	1.97163
4245	1.97193
4250.04	1.97196
4255.04	1.97255
4260.11	1.97174
4265.09	1.97197
4269.91	1.9721
4274.99	1.97206
4280.02	1.97247
4285.01	1.97233
4290.12	1.97211
4295.14	1.97216
4299.91	1.97225
4305.01	1.97225
4309.97	1.97227
4315.04	1.97234
4320.06	1.97255
4325.12	1.97247
4330.1	1.97248
4334.95	1.9725
4339.98	1.97271
4345.01	1.97256
4350.06	1.97261
4355.07	1.97271
4360.15	1.97302
4364.88	1.97288
4369.91	1.9729
4374.98	1.97296
4380.08	1.97305
4385.04	1.97298
4390.08	1.97277
4394.92	1.97287
4399.96	1.97286
4405	1.9731
4410.05	1.97266
4415.05	1.97291
4420.08	1.97299
4425.05	1.97352
4429.92	1.97315
4434.95	1.97289
4439.95	1.97288
4445.06	1.97309
4450.06	1.97315
4455.14	1.97298
4459.95	1.9728
4465	1.97333
4470	1.9732
4474.99	1.97339
4480.08	1.97318
4485.05	1.97339
4490.13	1.97323
4495.07	1.97316
4499.98	1.97325
4505.01	1.97359
4510.02	1.97341
4515.01	1.9735
4520.13	1.97352
4524.97	1.97366
4529.99	1.97365
4534.94	1.97339
4539.99	1.9738
4545.03	1.97383
4550.12	1.97357
4554.94	1.97355
4559.94	1.97363
4565	1.97353
4569.97	1.97372
4575.07	1.97377
4580.09	1.97371
4585.15	1.97359
4589.93	1.97383
4594.96	1.97388
4600.04	1.97398
4604.98	1.97364
4610.05	1.97399
4615.11	1.97355
4619.92	1.97351
4624.94	1.97378
4630.06	1.97393
4635.05	1.97397
4640.03	1.97388
4645.1	1.97368
4649.94	1.97368
4654.99	1.97399
4659.96	1.97384
4665.08	1.97391
4670.12	1.97398
4675.13	1.97396
4680.08	1.97392
4684.96	1.97374
4690.01	1.97394
4695.04	1.9741
4700.06	1.97408
4705.14	1.97399
4710.1	1.97424
4715.04	1.97404
