Frequency - Phase	Phase - Phase
1002.29	27.5854
1019.53	28.2758
1040.57	151.571
1060.68	151.472
1079.56	28.1222
1100.63	151.521
1119.81	28.025
1139.77	27.9177
1160.04	27.8489
1179.95	27.8016
1200.03	-208.06
1220.13	27.4758
1239.95	27.6819
1260.23	-207.792
1280.12	-207.692
1300.12	-207.766
1320.16	-207.582
1340.08	28.4237
1360	28.4292
1380.1	151.566
1400.01	28.4481
1420.08	28.3579
1440.02	151.678
1459.94	28.3307
1480.04	28.3951
1500	28.3333
1519.94	151.561
1540.05	151.511
1559.93	28.3623
1580.09	28.2599
1600.02	28.2506
1620.01	28.2228
1640.09	151.258
1660.02	28.2222
1679.99	28.1713
1700.07	151.415
1719.94	28.1444
1740.16	151.391
1759.97	151.366
1779.97	-208.625
1800.07	28.0475
1820.04	28.0069
1839.94	28.0263
1860.07	28.0157
1880	27.9578
1900.1	27.9397
1920.05	-208.843
1939.9	27.8049
1960.09	27.8325
1980.02	-208.934
1999.94	-209.011
2020.03	27.6973
2040.01	27.6491
2060.03	27.5626
2080.02	150.759
2099.94	150.646
2120.01	150.6
2140.02	27.2644
2159.92	27.2798
2180.01	27.1343
2199.9	150.319
2220.02	27.0273
2239.98	150.098
2259.94	26.7422
2280.05	149.945
2299.94	26.6295
2319.96	149.794
2339.95	26.3512
2359.97	149.508
2380.05	26.1953
2399.98	25.9487
2419.91	25.7652
2440.04	25.5746
2459.95	25.3457
2479.85	25.1367
2499.99	-211.776
2520.02	-212.166
2540.1	24.2523
2560	23.9513
2579.99	23.6679
2600.16	23.0919
2620.02	-213.956
2640.05	22.093
2660.03	21.6164
2680.04	144.142
2700.21	20.1009
2720.26	142.419
2740.14	17.7793
2760.4	16.291
2780.48	14.2879
2800.46	11.9566
2820.68	9.64847
2840.6	9.83383
2860.51	15.9952
2879.75	27.6579
2899	38.9923
2918.94	46.5159
2938.68	50.5304
2958.81	52.22
2979.03	52.6829
2999.1	52.306
3019.36	-185.036
3039.36	50.82
3059.29	49.6644
3079.49	48.6978
3099.5	47.8447
3119.49	46.8459
3139.68	45.9396
3159.67	45.1774
3179.63	44.4412
3199.8	43.881
3219.82	43.0312
3239.94	42.5896
3259.96	42.0836
3279.98	41.5001
3299.99	41.0482
3320.06	40.6863
3339.85	40.4853
3359.98	40.0516
3379.98	39.5907
3400.19	39.393
3420.09	39.0645
3439.97	38.8227
3460.15	38.5809
3480.14	38.3034
3500.05	38.1293
3520.19	161.315
3540.17	37.9148
3560.19	37.6264
3580.14	37.5921
3600.13	160.526
3620.25	37.1684
3640.12	37.1306
3660.1	36.9329
3680.16	36.9261
3700.16	36.8412
3720.23	36.7086
3740.18	159.816
3760.13	36.4936
3780.2	36.4474
3800.12	36.4536
3820.03	36.2521
3840.21	36.0664
3860.03	-200.625
3880.21	36.1386
3900.16	36.161
3920.13	35.9815
3940.26	35.8056
3960.03	35.8179
3980.02	35.7929
4000.07	35.8623
4020.05	35.8246
4040.05	35.6944
4060.04	35.7308
4079.96	35.5105
4100.1	158.883
4120.06	158.741
4139.93	35.6242
4160.04	35.6227
4179.95	35.3951
4200.13	35.5079
4220.04	35.4308
4239.98	35.4171
4260.1	35.3706
4280.02	35.3936
4299.92	35.3116
4320.05	35.3017
4339.95	158.388
4360.14	35.2707
4380.02	35.2499
4399.97	35.2691
4420.09	35.1844
4440	35.199
4459.99	35.1722
4480.03	35.2719
4500.06	35.2451
4520.11	-201.655
4540.02	35.1729
4559.99	35.1815
4580.06	35.2243
4599.98	35.044
4619.9	35.1274
4640.09	35.0683
4660.08	35.0628
4680.12	35.1913
4700.01	35.0176
4719.93	35.0897
4740.17	35.1117
4760.02	35.0816
4779.98	34.9608
4800.05	35.1528
4819.98	35.1007
4840.06	35.1652
4860.04	35.1133
4879.98	35.0656
4900.05	35.0377
4920	35.0517
4939.96	35.0123
4960.03	35.007
4980.02	35.1279
5000.1	34.9318
5020.01	35.1519
5039.93	35.255
5060.12	35.0919
5080.07	35.0744
5100.01	35.1271
5120.05	35.0366
5139.97	35.1546
5160.15	35.1182
5180.1	35.1717
5200.07	35.1532
5220.1	35.1643
5240.07	35.1224
5259.95	35.0391
5280.09	35.0625
5300.03	35.0827
5320.15	35.2408
5340.02	35.2217
5360.02	35.3017
5380.13	35.1836
5400.08	35.0827
5419.89	35.188
5440.1	35.2544
5460.04	35.2072
5480.1	35.2741
5500.1	35.1658
5520	35.2645
5540.14	35.0957
5560.08	35.1475
5580	35.2037
5600.13	35.1579
5620.04	35.2288
5640.11	35.3369
5660.07	35.2484
5680.03	35.2645
5700.07	35.3424
5720.12	35.3223
5739.95	35.3002
5760.12	35.3398
5780	35.2808
5800.13	35.3496
5820.08	35.4041
5840	35.3117
5860.09	35.3149
5880.06	35.3809
5900.01	35.2591
5920.11	35.2645
5939.99	35.3138
5960.16	35.3532
5980.08	35.3595
6000.03	35.3358
6020.13	35.5272
6040.07	35.4599
6059.94	35.4132
6080.07	35.506
6100.07	158.763
6119.99	35.4866
6140.1	35.537
6160.01	35.5491
6180.15	35.407
6200.12	35.5707
6219.97	35.5964
6240.07	35.5003
6260.02	35.4559
6279.95	35.5301
6300.04	35.5934
6320.01	35.5939
6340.1	35.7016
6360.09	35.6873
6380	35.6868
6400.19	35.6364
6420.03	35.7426
6439.95	35.761
6460.14	35.7599
6480.05	35.7859
6500.14	35.8161
6520.11	35.7592
6540.06	35.7389
6560.17	35.6548
6580.04	35.6389
6599.9	35.7502
6620.11	35.7972
6640.02	35.8819
6660.13	35.7264
6680.03	35.8963
6700.01	35.8831
6720.07	35.9167
6740.06	35.8141
6759.85	35.978
6780.04	35.8159
6799.94	35.9332
6820.08	35.9625
6840.08	35.9435
6859.99	35.8705
6880.07	35.9917
6900.02	36.0236
6919.94	36.0306
6940.07	36.0154
6960.01	35.9746
6980.17	36.0511
7000.09	36.1345
7020.02	36.0924
7040.07	35.9966
7060.04	36.0122
7079.93	36.0733
7100.07	36.0827
7120.05	36.1465
7140.14	36.2161
7160.04	36.2042
7180	36.3459
7200.07	36.2624
7220.04	36.2462
7239.93	36.2075
7260.05	36.242
7280.02	36.3052
7300.16	36.3057
7320.06	36.187
7340.02	36.2591
7360.18	36.1992
7380.03	36.204
7399.92	159.504
7420.11	36.3954
7439.99	36.3672
7460.15	36.313
7480.09	36.388
7500.01	36.3974
7520.11	36.368
7540.06	36.4482
7560.01	36.3575
7580.14	36.4068
7600.03	36.4447
7620.09	36.442
7640.06	36.565
7660.03	36.6266
7680.1	36.5
7700.06	36.5337
7719.96	36.5993
7740.08	36.7139
7759.99	36.6997
7780.22	36.6512
7800.09	36.6827
7820.01	36.6744
7840.17	36.5699
7860.06	36.6724
7880.06	36.6827
7900.04	36.691
7919.98	36.7672
7940.16	36.7117
7960.02	36.7941
