Frequency - Phase	Phase - Phase
1002.29	28.2503
1019.53	28.1632
1040.57	151.604
1060.68	151.469
1079.56	28.0485
1100.63	151.479
1119.81	27.9796
1139.77	27.8517
1160.04	27.7754
1179.95	27.7463
1200.03	-208.128
1220.13	27.5017
1239.95	27.6294
1260.23	-207.797
1280.12	-207.679
1300.12	-207.752
1320.16	-207.591
1340.08	28.4707
1360	28.4647
1380.1	151.604
1400.01	28.4663
1420.08	28.4114
1440.02	151.726
1459.94	28.4134
1480.04	28.4705
1500	28.4247
1519.94	151.684
1540.05	151.64
1559.93	28.4996
1580.09	28.4305
1600.02	28.4254
1620.01	28.4311
1640.09	151.475
1660.02	28.4555
1679.99	28.4238
1700.07	151.689
1719.94	28.4449
1740.16	151.725
1759.97	151.701
1779.97	-208.249
1800.07	28.4591
1820.04	28.4698
1839.94	28.4796
1860.07	28.5344
1880	28.4882
1900.1	28.4861
1920.05	-208.197
1939.9	28.4612
1960.09	28.5415
1980.02	-208.19
1999.94	-208.239
2020.03	28.5497
2040.01	28.5451
2060.03	28.4812
2080.02	151.767
2099.94	151.69
2120.01	151.714
2140.02	28.4541
2159.92	28.5458
2180.01	28.4703
2199.9	151.728
2220.02	28.5228
2239.98	151.714
2259.94	28.439
2280.05	151.747
2299.94	28.5229
2319.96	151.856
2339.95	28.5136
2359.97	151.811
2380.05	28.6511
2399.98	28.5632
2419.91	28.5574
2440.04	28.5399
2459.95	28.5218
2479.85	28.5226
2499.99	-208.144
2520.02	-208.267
2540.1	28.4797
2560	28.4623
2579.99	28.5986
2600.16	28.418
2620.02	-208.164
2640.05	28.4264
2660.03	28.555
2680.04	151.766
2700.21	28.5959
2720.26	151.919
2740.14	28.4804
2760.4	28.5815
2780.48	28.508
2800.46	28.4906
2820.68	28.4159
2840.6	28.3946
2860.51	28.3565
2879.75	28.4458
2899	28.4589
2918.94	28.4315
2938.68	28.4006
2958.81	28.43
2979.03	28.4667
2999.1	28.4131
3019.36	151.836
3039.36	28.5919
3059.29	28.3988
3079.49	28.4602
3099.5	28.6016
3119.49	28.5018
3139.68	28.4917
3159.67	28.5325
3179.63	28.5162
3199.8	28.6837
3219.82	28.4873
3239.94	28.6158
3259.96	28.6361
3279.98	28.5609
3299.99	28.5368
3320.06	28.6495
3339.85	28.6961
3359.98	28.6266
3379.98	28.5084
3400.19	28.6041
3420.09	28.5699
3439.97	28.5566
3460.15	28.5723
3480.14	28.5166
3500.05	28.5453
3520.19	151.927
3540.17	28.7086
3560.19	28.5712
3580.14	28.6823
3600.13	151.793
3620.25	28.5619
3640.12	28.6558
3660.1	28.5682
3680.16	28.669
3700.16	28.7095
3720.23	28.6596
3740.18	151.851
3760.13	28.6423
3780.2	28.6704
