998.419,-0.012
1020.24,-0.38
1040.3,-0.396
1059.77,-0.518
1079.66,-0.4391
1100.48,-0.357
1119.79,-0.4497
1139.77,-0.4095
1159.97,-0.4992
1179.98,-0.4791
1200.13,-0.474
1220.25,-0.504
1240,-0.5013
1260.15,-0.515
1280,-0.5289
1299.93,-0.5712
1320.09,-0.548
1340.11,-0.6101
1359.9,-0.5692
1380.08,-0.575
1400.01,-0.6334
1420.12,-0.6486
1440.02,-0.6129
1459.95,-0.678
1480.08,-0.6871
1499.99,-0.6861
1519.91,-0.6991
1540.08,-0.7178
1559.94,-0.7619
1580.15,-0.736
1600.04,-0.7749
1619.96,-0.7772
1640.1,-0.768
1660.02,-0.8266
1679.93,-0.8181
1700.07,-0.8321
1720.02,-0.8706
1740.09,-0.8975
1760.07,-0.9093
1780,-0.9152
1800.12,-0.9669
1800.13,-0.9739
1801.1,-0.9592
1801.96,-0.9518
1803.06,-0.9383
1804.02,-0.9421
1805.18,-0.919
1806.09,-0.92
1806.95,-0.9012
1808.12,-0.9728
1809.02,-0.9719
1809.97,-0.947
1811.08,-0.9871
1812,-0.958
1812.98,-0.962
1814.1,-0.9811
1815.03,-0.95
1816.13,-0.9825
1817.08,-0.944
1817.97,-0.9905
1819.12,-0.9765
1820.03,-0.942
1820.94,-1.004
1822.07,-0.9707
1822.93,-0.9346
1824.14,-0.9787
1825.05,-0.9856
1826.05,-0.9793
1827.09,-0.9918
1828.12,-1.0063
1828.92,-0.972
1830.12,-0.9899
1831.03,-0.9659
1831.89,-0.9449
1833.06,-1.0086
1833.97,-1.0071
1835.16,-1.0018
1836.1,-1.0115
1837.03,-0.9954
1838.11,-0.957
1839.06,-1.0106
1839.95,-0.9445
1841.04,-0.9581
1842.02,-0.9929
1843.04,-0.9689
1844.1,-1
1844.94,-0.9711
1846.06,-0.9786
1847.04,-0.9853
1847.96,-1.0205
1849.13,-1.0035
1850.02,-0.9943
1850.91,-1.0165
1852.07,-1.0072
1853.04,-0.9774
1854.08,-0.9846
1855.05,-1.0149
1856.04,-1.0139
1857.11,-1.0013
1858.03,-0.976
1858.97,-1.0473
1860.08,-1.0439
1861.02,-1.0127
1862.13,-1.0208
1863.05,-1.0021
1863.99,-0.995
1865.08,-1.0321
1865.98,-1.048
1866.95,-1.0116
1868.14,-1.0625
1869,-1.0215
1869.96,-1.0017
1871.1,-1.0352
1871.96,-1.073
1873.08,-1.035
1874.05,-1.0681
1874.98,-1.0448
1876.12,-1.0415
1877.07,-1.0433
1877.95,-1.0413
1879.01,-1.0492
1879.98,-1.0264
1881.17,-1.0091
1882.02,-1.0341
1882.97,-1.0375
1884.07,-1.0111
1885.05,-1.0139
1885.94,-1.053
1887.06,-1.041
1888.03,-1.0495
1888.91,-1.009
1890.08,-1.0917
1890.95,-1.0701
1892.09,-1.1203
1893.1,-1.0507
1894.03,-1.058
1895.08,-1.0635
1896.09,-1.0876
1896.99,-1.0697
1898.03,-1.0364
1898.94,-1.0457
1900.05,-1.026
1901.06,-1.0441
1901.98,-1.039
1903.08,-1.0872
1903.92,-1.0394
1906.01,-1.0573
1907.01,-1.0978
1907.97,-1.0922
1909.1,-1.0518
1910.05,-1.0765
1911.08,-1.0603
1912.12,-1.1329
1912.93,-1.0827
1914.04,-1.0577
1915.02,-1.1017
1916,-1.11
1917.08,-1.071
1918.04,-1.1142
1919.14,-1.1475
1920.04,-1.1051
1920.99,-1.0346
1922.06,-1.0478
1923.02,-1.1109
1923.92,-1.0714
1925.02,-1.1298
1926,-1.082
1927.08,-1.1061
1928.08,-1.0767
1928.99,-1.094
1930.09,-1.0761
1931.03,-1.1121
1931.92,-1.09
1933.13,-1.122
1934.01,-1.0985
1935.02,-1.1139
1936.08,-1.101
1937.03,-1.1408
1938.1,-1.1147
1939.06,-1.1115
1939.91,-1.0902
1941.06,-1.1232
1942.04,-1.0999
1942.98,-1.1353
1944.06,-1.1345
1944.96,-1.0704
1946.1,-1.0923
1947.06,-1.1481
1948.07,-1.1791
1949.09,-1.129
1949.95,-1.0999
1950.98,-1.1411
1952.22,-1.179
1953.03,-1.138
1953.87,-1.099
1954.97,-1.1082
1955.94,-1.1201
1957.09,-1.159
1957.96,-1.099
1958.95,-1.0996
1960.02,-1.1088
1961.03,-1.1547
1961.88,-1.1301
1963.07,-1.1785
1964.07,-1.161
1965.12,-1.1266
1966.1,-1.1582
1966.96,-1.1673
1968.05,-1.176
1969.07,-1.1214
1969.91,-1.161
1971.1,-1.1748
1971.98,-1.1501
1972.94,-1.1504
1974.08,-1.1502
1975.05,-1.1593
1976.11,-1.204
1976.97,-1.1589
1978.02,-1.198
1979.14,-1.1888
1980.03,-1.1763
1980.99,-1.1782
1982.05,-1.1745
1983,-1.126
1984.1,-1.1538
1984.97,-1.237
1985.98,-1.1593
1987.05,-1.14
1988.01,-1.174
1988.96,-1.176
1990.1,-1.202
1991.04,-1.1798
1991.97,-1.2386
1993.12,-1.198
1994,-1.2251
1995.15,-1.2377
1996.03,-1.2552
1996.94,-1.2085
1998.06,-1.1515
1998.93,-1.1756
1999.9,-1.1644
2001,-1.1961
2002.02,-1.2566
2003.09,-1.233
2004.03,-1.183
2005.08,-1.2223
2006.04,-1.1983
2007.02,-1.2202
2007.98,-1.2297
2009.07,-1.2035
2010,-1.1971
2010.89,-1.1574
2012.06,-1.2336
2013.03,-1.2075
2014.08,-1.2206
2015.05,-1.2359
2015.98,-1.2115
2017.1,-1.2522
2018.03,-1.2395
2018.84,-1.2053
2020.15,-1.258
2020.96,-1.2092
2022.14,-1.267
2023.07,-1.2261
2023.92,-1.2557
2025.08,-1.1997
2026.04,-1.2422
2027.05,-1.2878
2028,-1.2171
2029,-1.2527
2029.88,-1.2483
2031.04,-1.2043
2031.98,-1.298
2033.03,-1.1907
2034.05,-1.2627
2035,-1.2858
2036.17,-1.2779
2037.01,-1.289
2037.9,-1.239
2039.06,-1.2721
2040.02,-1.2625
2041.1,-1.2645
2042.06,-1.3068
2043.02,-1.256
2044.05,-1.2399
2045.04,-1.3033
2045.98,-1.3234
2047.08,-1.3074
2048.03,-1.316
2048.9,-1.2561
2050.06,-1.2992
2050.99,-1.2457
2052.13,-1.309
2053,-1.263
2053.95,-1.2671
2055.16,-1.2748
2056.04,-1.306
2057,-1.3001
2058.05,-1.2664
2059,-1.2945
2060.09,-1.2921
2060.98,-1.2762
2061.95,-1.2621
2063.1,-1.2748
2064.05,-1.2861
2064.89,-1.2848
2066.09,-1.2978
2066.96,-1.3088
2067.94,-1.3082
2069.03,-1.337
2069.93,-1.3145
2071.09,-1.2829
2072,-1.3013
2073.01,-1.3124
2074.03,-1.3354
2074.97,-1.3004
2075.91,-1.3279
2077.05,-1.3207
2077.91,-1.2762
2079.09,-1.3226
2080.11,-1.3447
2081.04,-1.384
2082.09,-1.3429
2083.07,-1.3427
2083.95,-1.3505
2085.08,-1.356
2085.95,-1.3328
2086.99,-1.387
2087.99,-1.3474
2089.06,-1.3583
2090.1,-1.3701
2090.98,-1.3587
2091.97,-1.3791
2093.08,-1.3701
2093.99,-1.3285
2094.98,-1.3796
2096.09,-1.3383
2096.97,-1.3428
2098.98,-1.3393
