Frequency - Phase	Phase - Phase
999.915	119.799
1020.4	150.98
1040.27	150.943
1059.43	28.4494
1079.57	28.4026
1100.64	151.068
1119.73	28.24
1139.85	28.2044
1160.37	-208.789
1180.07	28.13
1200.1	-208.58
1220.25	-208.448
1240.02	28.0179
1260.27	-208.171
1280.06	27.8126
1299.87	27.8988
1320.18	-207.952
1339.91	28.9038
1359.98	28.7736
1380.08	151.363
1400.03	28.7995
1420.09	28.7434
1440.1	28.7484
1459.87	151.342
1480.1	28.8224
1499.99	151.269
1519.94	28.8146
1540.07	28.8021
1559.95	28.9376
1580.11	151.301
1600.05	28.8213
1619.96	28.7797
1640.13	151.309
1659.97	28.917
1679.95	28.8054
1700.12	28.7826
1720	28.9191
1740.15	28.7599
1760.07	151.248
1780.02	28.8595
1800.11	28.7828
1820.03	-208.646
1839.98	28.9611
1860.09	28.8056
1879.96	28.8088
1900.07	-208.614
1920.08	28.975
1939.93	-208.647
1960.17	28.8652
1979.91	28.8751
1999.96	28.8592
2019.99	28.9423
2040.02	28.8593
2060.09	151.403
2080	151.432
2099.96	28.8759
2120.09	28.9322
2140.04	28.9804
2159.93	28.8693
2180.04	151.516
2199.99	28.8464
2220.07	28.9424
2240.03	28.9616
2259.96	151.404
2280.08	28.9568
2300.01	28.9304
2319.94	29.0166
2340.05	151.401
2359.96	28.9701
2380.15	151.532
2400.07	151.307
2419.92	28.8462
2440.06	28.8715
2459.95	-208.62
2479.94	28.9174
2500.06	28.9104
2520.04	28.9623
2540.17	29.0037
2560.1	-208.632
2580	28.8548
2600.1	28.8383
2620.02	-208.568
2639.93	28.8799
2660.09	28.9736
2680.04	28.9642
2700.08	151.364
2720.05	28.9406
2739.99	29.013
2760.11	29.0526
2779.98	29.0145
2799.96	151.382
2820.03	151.519
2840.01	28.8631
2860.12	29.0705
2880.04	29.0057
2900	28.9772
2920.02	151.337
2940.02	29.0506
2959.92	29.0223
2980.07	29.047
2999.97	28.9979
3020.12	151.454
3040.05	151.335
3060.02	28.9712
3080.11	29.0501
3100.04	28.9931
3119.91	29.036
3140.04	28.9492
3160.02	28.992
3179.93	28.9449
3200.12	28.997
3220.03	-208.573
3240.15	29.0425
3259.99	-208.637
3279.88	29.0449
3300.07	29.0737
3320.02	29.0037
3340.01	29.126
3360.01	29.1186
3380	29.0402
3400.06	151.334
3420.03	29.0508
3439.99	29.0621
3460.07	29.0647
3479.99	29.0473
3499.91	151.374
3520.04	29.0347
3539.99	29.0578
3560.11	29.0044
3580.08	29.0702
3599.99	29.0455
3620.07	28.9779
3639.96	29.0743
3659.94	29.0378
3680.1	29.1039
3699.99	28.9891
3720.11	29.031
3740.01	29.0315
3759.96	29.0308
3780.08	-208.537
3800.03	29.0409
3819.98	28.9112
3840.13	29.0796
3859.98	29.0361
3880.12	28.9388
3900.11	29.0432
3920.01	29.0652
3940.09	29.0925
3960.02	29.0725
3979.99	29.11
4000.1	29.0303
4020.05	29.1086
4040.11	29.085
4060.06	29.0859
4080.05	29.1225
4100.16	29.1169
4120.01	151.55
4139.92	29.1473
4160.13	29.0472
4179.99	29.1532
4200.11	29.1611
4220.07	29.0062
4239.98	29.0741
4260.1	28.961
4280.07	29.1491
4299.97	28.9678
4320.07	29.2313
4340	29.1571
4360.12	29.0836
4380.06	29.119
4400	29.1174
4420.09	29.0992
4440.08	29.1364
4459.98	29.1109
4480.06	29.1402
4500.01	29.0951
4520.11	29.0987
4540.05	29.1089
4560.03	29.1072
4580.06	29.137
4600	29.1446
4619.96	29.1177
4640.14	29.083
4660.02	29.1421
4680.11	29.0836
4700.06	29.271
4720.06	29.1725
4740.06	29.1367
4760.01	29.1268
4779.97	29.1509
4800.08	29.2011
4820.04	29.1719
4840.14	29.0669
4859.99	29.224
4879.98	29.1363
4900.06	29.1833
4920.02	29.1692
4939.96	29.1763
4960.11	29.164
4980.02	29.0597
5000.17	29.1311
5020.04	29.117
5040.01	29.1774
5060.07	29.1129
5080.04	29.2637
5099.93	29.0681
5120.05	29.1973
5140.01	29.124
5160.12	-208.313
5180.13	29.1807
5199.95	29.1931
5220.13	29.221
5240.07	29.1779
5259.99	29.1594
5280.07	29.1696
5300.07	29.1909
5320.16	29.0826
5340.09	29.1291
5359.95	29.238
5380.04	29.2147
5400.08	29.278
5419.98	151.602
5440.09	151.672
5460.05	29.2446
5480.15	151.507
5500.05	29.149
5520	29.2647
5540.11	29.1795
5560.11	29.3314
5580.01	29.2119
5600.07	29.1306
5620.03	29.16
5640.11	29.1308
5660.07	29.2098
5679.99	29.1826
5700.12	29.2871
5720.03	29.3734
5740	29.1725
5760.13	29.1399
5780.01	29.1964
5800.16	29.2214
5820.06	29.1877
5840.01	29.1461
5860.09	29.2554
5880.04	29.1599
5899.99	29.2771
5920.05	29.3454
5940	29.2128
5960.11	29.3078
5980.08	29.2646
6000.03	29.2206
6020.19	29.2407
6040.07	29.2354
6059.97	29.232
6080.11	29.3014
6100.02	29.3397
6119.92	29.2892
6140.14	29.2407
6160.06	29.3295
6180.1	29.199
6200.04	151.555
6219.99	29.2417
6240.05	29.2382
6260.03	29.2642
6279.97	29.3251
6300.06	29.3009
6320.01	29.3108
6340.18	29.3609
6360.04	29.2814
6380.05	29.2549
6400.12	29.2427
6420.03	29.1418
6439.99	29.2368
6460.16	29.3686
6480	29.2451
6500.11	29.2436
6520.06	29.1403
6539.93	29.2337
6560.14	29.3395
6580.09	29.3029
6600	29.2688
6620.07	29.2857
6640.03	29.3225
6660.12	29.3682
6680.01	29.2716
6700.02	29.2764
6720.1	29.2573
6740.05	29.3537
6760.01	29.2967
6780.1	29.2277
6799.98	29.2705
6820.12	29.2754
6840.1	29.2076
6860.04	29.3406
6880.07	29.3053
6900.03	29.2925
6919.96	29.2834
6940.09	29.2898
6960.03	29.3258
6980.12	29.4117
7000.13	29.2302
7020.01	29.3615
7040.16	29.2998
7060.03	29.4081
7080	29.3559
7100.14	29.3736
7120	29.3413
7140.09	29.2566
7160.06	29.2764
7180.07	29.2845
7200.12	29.357
7220.06	29.2454
7240	29.274
7260.07	29.319
7280.02	29.4639
7300.18	29.2627
7320.06	-208.278
7340.04	29.3571
7360.1	29.3138
7380.02	29.3006
7399.89	29.2869
7420.13	29.3615
7440.03	29.4403
7460.21	29.4166
7480.02	29.2999
7499.99	29.423
7520.1	29.2427
7540.03	29.3405
7559.94	29.402
7580.13	29.3921
7600	29.3394
7620.2	29.3653
7640.05	29.4074
7660.02	29.4614
7680.07	29.433
7700.09	29.4607
7720.02	29.4399
7740.09	29.2099
7760	29.3759
7780.19	29.4356
7800.06	29.4938
7820.01	29.3955
7840.1	29.3935
7860.07	29.4592
7880.03	29.3212
7900.14	29.3264
7920	29.3716
7940.16	29.3264
7960.11	29.3544
7980.02	29.4764
8000.15	29.3286
8020.08	29.334
8040.02	29.3721
8060.18	29.4989
8080.03	29.4097
8100.2	29.4484
8120.03	29.3861
8140.05	29.4278
8160.15	29.3824
8180.06	29.5321
8200.04	29.3253
8220.16	29.3614
8240.01	29.4586
8260.2	29.4952
8280.1	29.4695
8299.96	29.2948
8320.13	29.4248
8340.04	29.5324
8359.97	29.441
8380.12	29.3091
8400.05	29.3561
8420.14	29.4345
8440.04	29.3972
8459.97	29.3422
8480.12	29.4506
8500.09	29.405
8520.06	29.3895
8540.12	29.5081
8559.97	29.3995
8580.14	29.3822
8600.12	29.4547
8620.01	29.4351
8640.2	29.4482
8660.12	29.5585
8679.98	29.5331
8700.12	29.3559
8720.09	29.3958
8740.15	29.3602
8760.11	29.3419
8779.95	29.5443
8800.11	29.4675
8820.05	29.3626
8840.05	29.3436
8860.17	29.4528
8880.05	29.4565
8900.16	29.4754
8920.13	29.4197
8940.01	29.4506
8960.1	29.3847
8980.09	29.5275
9000.05	29.395
9020.11	29.2708
9040.06	29.5181
9060.12	29.4958
9080.07	29.2966
9100	29.5371
9120.16	29.3721
9140.09	29.3858
9159.99	29.482
9180.1	29.4602
9200.12	29.5269
9219.98	29.4069
9240.06	29.5712
9260.11	29.3941
9280.1	29.5839
9300.09	29.5046
9320.02	29.5205
9340.07	29.5331
9360.05	29.4178
9379.92	29.5236
9400.11	29.6019
9420.07	29.5553
9440.16	29.4958
9460.06	29.5767
9480.03	29.5057
9500.15	29.4973
9519.99	29.3925
9539.95	29.4164
9560.09	29.5898
9580.08	29.3886
9600.13	29.4325
9620.09	29.5343
9640.04	29.6011
9660.16	29.4556
9680	29.516
9700	29.5622
9720.09	29.4956
9740.04	29.5493
9780.09	29.3731
9799.98	29.5961
9820.14	29.4445
9840.08	29.5842
9859.99	29.4844
9880.12	29.6588
9900.04	29.5886
9920.14	29.5871
9940.06	29.5733
9960.05	29.6034
9980.12	29.5865
10000.1	29.6746
10020.1	29.4868
10040.1	29.6091
10060.1	29.4687
10080.2	29.4596
10100.1	29.6967
10120	29.6032
10140.2	29.5339
10160.1	29.5246
10180	29.5053
10200.1	29.5378
10220	29.7235
10240.2	29.4602
10260.1	29.5687
10280	29.5207
10300.1	29.5778
10320.1	29.5935
10340	29.6075
10360	29.5434
10380	29.6106
10400.1	29.5714
10420.1	29.6233
10440	29.6356
10460.1	29.4448
10480.1	29.6259
10500	29.6553
10520.1	29.5368
10540.1	29.6517
10560.1	29.5051
10580.1	29.5762
10600	29.5825
10620.2	29.6254
10640	29.6024
10660.1	29.5765
10680.1	29.5404
10700	29.5864
10720.2	29.6321
10740	29.5694
10760	29.505
10780.2	29.562
10800.1	29.5387
10820	29.6712
10840.1	29.6094
10860.1	29.6975
10880.2	29.5946
10900.1	29.6171
10920	29.8061
10940.1	29.4986
10960.1	29.5652
10980	29.6172
11000.1	29.6724
11020.1	29.5157
11040.2	29.6196
11060.1	29.6315
11080	29.621
11100.2	29.7072
11120.1	29.5817
11140	29.4772
11160.2	29.746
11180.1	29.5239
11200.1	29.6861
11220.1	29.5224
11240	29.5898
11260.1	29.7289
11280	29.659
11300	29.5651
11320.2	29.6592
11340	29.746
11360.1	29.4815
11380	29.6718
11400	29.5767
11420.1	29.711
11440.1	29.6596
11460	29.5874
11480.2	29.7171
11500.1	29.6004
11520.2	29.5786
11540.1	29.7191
11560	29.4973
11580.1	29.798
11600.1	29.691
11620	29.6901
11640.2	29.6863
11660.1	29.5728
11680.2	29.5897
11700.1	29.5883
11720	29.5543
11740.2	29.6859
11760.1	29.5976
11780.1	29.6869
11800.2	29.6357
11820	29.8168
11840.2	29.6356
11860.1	29.6628
11880	29.7816
11900.2	29.7625
11920.2	29.6869
11940	29.7798
11960.1	29.757
11980.2	29.5546
12000.1	29.4889
12020.1	29.6573
12040.1	29.7558
12060.2	29.6631
12080.1	29.5234
12100	29.7378
12120.1	29.5567
12140.1	29.6577
12160.1	29.5615
12180.1	29.7375
12200.1	29.5554
12220.2	29.6734
12240.1	29.739
12260	29.6636
12280.2	29.728
12300.1	29.6826
12320	29.7775
12340.1	29.6894
12360	29.7537
12380.2	29.8485
12400.1	29.701
12420	29.7731
12440.2	29.6482
12460	29.7592
12480	29.7541
12500.1	29.7819
12520	29.631
12540.2	29.8163
12560.2	29.6686
12580.1	29.8321
12600.2	29.8134
12620.1	29.8156
12640	29.7088
12660.2	29.7117
12680.1	29.8112
12700.2	29.5427
12720.1	29.7385
12740.1	29.7253
12760.2	29.8139
12780.2	29.8098
12800	29.6543
12820.1	29.8825
12840.1	29.8662
12860.2	29.7705
12880.1	29.7081
12900	29.9252
12920.2	29.5708
12940.1	29.7236
12960.1	29.8979
12980.1	29.7359
13000	29.8582
13020.1	29.6008
13040.1	29.8226
13060.1	29.6341
13080.1	29.6156
13100.1	29.7681
13120.1	29.7616
13140.2	29.8317
13160.1	29.6271
13180.2	29.6974
13200.1	29.831
13220	29.8599
13240.2	29.8261
13260.1	29.8063
13280.1	29.9739
13300.2	29.6865
13320.1	29.7248
13340.1	29.7816
13360.1	29.8686
13380.1	29.6573
13400.2	29.7393
13420.1	29.8893
13440	29.8055
13460.2	29.7463
13480.1	29.792
13500.2	29.885
13520.2	29.5894
13540	29.6498
13560.2	29.8781
13580.1	29.7699
13599.9	29.8241
13620.2	29.6878
13640.1	29.6878
13660.1	29.8097
13680.2	29.7454
13700.1	29.7783
13720.2	29.75
13740.1	29.7577
13760	29.6906
13780.2	29.8082
13800	29.815
13820.2	29.8955
13840.2	29.7529
13860	29.7965
13880.2	29.8183
13900.1	29.7452
13920	29.7228
13940.2	29.7904
13960.1	29.7425
13980.3	29.8583
14000.2	29.7721
14020.1	29.7789
14040.1	29.8848
14060.1	29.8155
14080.1	29.9186
14100.1	29.889
14120.1	29.9763
14140.2	29.7161
14160.1	29.6784
14180	29.7807
14200.2	29.909
14220.1	29.6309
14240.1	29.7572
14260.2	29.9195
14280.1	29.827
14300.3	29.8983
14320.1	29.7989
14340	29.8921
14360.3	29.747
14380.1	29.7407
14400	29.779
14420.1	29.8185
14440.1	29.7874
14460.2	29.9147
14480.1	29.7342
14500.1	29.8913
14520.2	29.9182
14540.1	29.7343
14560.1	29.7868
14580.2	29.8684
14600.1	29.9135
14620.2	29.9803
14640	29.6928
14660	29.8913
14680.2	29.9696
14700.1	29.7241
14720	29.7904
14740.2	29.7806
14760.1	29.9555
14780.3	30.1655
14800.1	29.9549
14820.1	29.83
14840.1	29.8992
14860.1	29.9865
14880	29.9879
14900.2	29.8322
14920.1	29.9393
14940.2	29.7963
14960.2	29.9107
14980	29.8928
15000.2	29.8867
15020.1	30.0514
15040	29.863
15060.2	29.865
15080.1	29.7737
15100.2	29.6878
15120.1	29.8521
