Frequency - Phase	Phase - Phase
979.436	124.892
1019.5	26.2287
1039.47	26.0938
1060.18	146.905
1080.31	146.895
1100.48	146.775
1120.29	146.664
1140.36	-213.31
1160.49	-213.346
1180.28	-213.339
1199.73	25.002
1219.81	24.8437
1239.83	24.6445
1259.88	24.5622
1279.76	24.4904
1299.76	24.3506
1319.86	24.1489
1339.81	25.0026
1359.97	145.557
1379.93	24.7614
1399.84	24.6633
1420.07	145.319
1440	24.3459
1459.93	145.094
1480	24.0843
1500.03	144.822
1519.87	23.8427
1540.05	144.414
1559.93	23.5616
1580.1	23.3796
1599.99	144.033
1619.97	22.9643
1640.04	22.9159
1660.06	143.549
1679.98	22.541
1700.09	22.3986
1719.94	22.1538
1740.15	21.9538
1760.07	21.7956
1780.02	142.398
1800.07	142.269
1820.01	21.0925
1839.9	20.9485
1860.02	-218.466
1879.9	20.3747
1900.05	-218.956
1919.98	19.8709
1939.91	19.7168
1960.07	19.2359
1979.98	18.9725
1999.95	18.6646
2020.03	18.3243
2039.81	139.227
2060.06	17.6217
2079.99	17.283
2099.86	16.8647
2119.97	16.4592
2139.94	136.938
2159.83	136.564
2179.88	15.0486
2199.83	14.5432
2219.9	14.0399
2239.9	13.2495
2259.87	12.8312
2279.97	12.2127
2299.89	132.689
2319.84	10.7795
2339.94	9.91536
2359.89	9.12499
2379.97	129.632
2399.97	7.22389
2419.86	6.25879
2440.11	5.2109
2460.06	4.11508
2479.98	2.88353
2500.22	123.361
2520.11	0.293848
2540.3	-1.04349
2560.24	-2.68961
2580.31	-241.972
2600.42	-243.442
2620.37	-7.15942
2640.38	-8.561
2660.6	-247.135
2680.79	112.181
2700.79	-10.8846
2720.89	112.796
2741.06	-8.50242
2761.05	-4.7434
2781.03	1.42156
2800.6	10.7464
2819.99	23.4466
2839.15	37.2825
2858.72	49.5545
2878.24	58.6399
2898.41	187.993
2918.48	68.8982
2938.62	71.3775
2958.75	-164.334
2978.99	-163.785
2999.11	73.3685
3019.36	-164.022
3039.37	72.8251
3059.4	72.1548
3079.6	71.5147
3099.59	70.7265
3119.6	-167.893
3139.85	69.1245
3159.84	68.1464
3179.77	-170.502
3199.89	-171.389
3219.86	65.5874
3240.08	64.8097
3260.01	-174.177
3280.1	63.1875
3300.21	-175.766
3320.24	61.7966
3339.85	61.2039
3360.08	60.43
3380.06	59.7663
3400.06	59.2293
3420.08	58.647
3440	57.9986
3460.1	57.4
3480.05	56.9138
3500.09	56.348
3520.18	55.9804
3540.11	55.447
3560.21	54.9515
3580.16	54.4706
3600.13	54.0513
3620.21	53.6871
3640.16	53.2936
3660.08	52.9865
3680.17	173.725
3700.12	52.2028
3720.22	-187.02
3740.19	51.5863
3760.15	51.1922
3780.26	50.9393
3800.13	50.6213
3820.16	50.2652
3840.19	50.0736
3860.17	49.7753
3880.22	49.5458
3900.11	49.3148
3920	-189.814
3940.13	48.9251
3960.15	48.6227
3980	48.4492
4000.08	48.1663
